No.,Date,Sub Genre,CollectionName,No.,SongDate,Artist Name,Song Name,Sub Genre 1,Sub Genre 2,YouTube URL,Memo,Tagline,Bot Name,,,,,,,,
19,2016-12-01,Classic Pop,Comedy Pop,113,2016-11-30,David Hasselhoff,True Survivor,Classic/Hard Rock,,https://www.youtube.com/watch?v=ZTidn2dBYbY,Good,PERMIT DENIED,Sarah Chavez,,,,,,,,
19,2016-12-01,Classic Pop,Comedy Pop,114,2016-11-30,Zlad!,Elektronik Supersonik,Synth Pop,,https://www.youtube.com/watch?v=MNyG-xu-7SQ,Good,PREPARE FOR DOWN COUNT,Sarah Chavez,,,,,,,,
20,2016-11-30,Dance Pop,The New Boys,115,2016-11-29,Jonas Brothers,First Time,Dance Pop,,https://www.youtube.com/watch?v=8WpEylTFMYg,Good,A THRILL OF A LIFETIME,Don.0.van95,,,,,,,,
20,2016-11-30,Dance Pop,The New Boys,116,2016-11-29,5 Seconds of Summer,She Looks So Perfect,Punk Rock,,https://www.youtube.com/watch?v=X2BYmmTI04I,Good,RIPPED SKINNY JEANS LYING ON THE FLOOR,Don.0.van95,,,,,,,,
20,2016-11-30,Dance Pop,The New Boys,117,2016-12-01,The Vamps,Can we Dance?,Dance Pop,,https://www.youtube.com/watch?v=UqSww10eeKw,Good,I'M KNOWN TO GO A LITTLE TOO FAST,Don.0.van95,,,,,,,,
20,2016-11-30,Dance Pop,The New Boys,118,2016-12-01,One Direction,Story of my life,Pop/Soft Rock,,https://www.youtube.com/watch?v=W-TE_Ys4iwM,Good,SPEND HER LOVE UNTIL SHE'S BROKE,Don.0.van95,,,,,,,,
20,2016-11-30,Dance Pop,The New Boys,119,2016-12-01,O-Town,Chasing You,Funk/Groove,,https://www.youtube.com/watch?v=ktx8Wp5fITg,Good,ALWAYS WANTING MORE,Don.0.van95,,,,,,,,
20,2016-11-30,Dance Pop,The New Boys,120,2016-12-01,Union J,Tonight We Live Forever,Classic Pop,,https://www.youtube.com/watch?v=wluzQUMabe4,Good,AS LONG AS WE'RE TOGETHER,Don.0.van95,,,,,,,,
21,2016-12-01,Dance Rock,Lost Illusions,121,2016-11-29,The Verve,Bitersweet Symphony,Alt/Indie,,https://www.youtube.com/watch?v=1lyu1KKwC74,Good,"SLAVE TO THE MONEY, THEN YOU DIE",MinaTurner,,,,,,,,
21,2016-12-01,Dance Rock,Lost Illusions,122,2016-11-29,Katy Perry,E.T. (ft. Kanye West),Classic Pop,,https://www.youtube.com/watch?v=t5Sd5c4o9UM,Good,EVERY MOVE IS MAGIC,MinaTurner,,,,,,,,
21,2016-12-01,Dance Rock,Lost Illusions,123,2016-11-30,The Killers,Mr. Brightside,Dance Rock,,https://www.youtube.com/watch?v=gGdGFtwCNBE,Good,LOOK ON THE BRIGHTSIDE,MinaTurner,,,,,,,,
21,2016-12-01,Dance Rock,Lost Illusions,124,2016-11-30,Britney Spears,Womanizer,Dance Pop,,https://www.youtube.com/watch?v=rMqayQ-U74s,Good,I KNOW JUST WHAT YOU ARE,MinaTurner,,,,,,,,
21,2016-12-01,Dance Rock,Lost Illusions,125,2016-11-29,Tove Lo,True Disaster,Synth Pop,,https://www.youtube.com/watch?v=GMsok5m5yD4,Good,CAN'T HIDE MY FEELINGS,MinaTurner,,,,,,,,
21,2016-12-01,Dance Rock,Lost Illusions,126,2016-11-29,Sean Lennon,Parachute,Classic/Hard Rock,,https://www.youtube.com/watch?v=JuYKC28H-x0,Good, SOME FUN BEFORE WE HIT THE GROUND,MinaTurner,,,,,,,,
22,2016-12-01,Dance Pop,Too big to Fail,127,2016-11-29,Taylor Swift,I Knew You Were Trouble,Classic Pop,,https://www.youtube.com/watch?v=vNoKguSdy4Y,Good,SHAME ON ME,lucylew,,,,,,,,
22,2016-12-01,Dance Pop,Too big to Fail,128,2016-11-29,Justin Bieber,Boyfriend,Dance Pop,,https://www.youtube.com/watch?v=4GuqB1BQVr4,Good,I'D NEVER LET YOU GO,lucylew,,,,,,,,
22,2016-12-01,Dance Pop,Too big to Fail,129,2016-11-30,Lady Gaga,Paparazzi,Classic Pop,,https://www.youtube.com/watch?v=qStFzmQGQNw,Good,I'LL FOLLOW YOU UNTIL YOU LOVE ME,lucylew,,,,,,,,
22,2016-12-01,Dance Pop,Too big to Fail,130,2016-11-30,Weekend,Starboy,Alternative R&B,,https://www.youtube.com/watch?v=34Na4j8AVgA,Good,LOOK WHAT YOU'VE DONE,lucylew,,,,,,,,
22,2016-12-01,Dance Pop,Too big to Fail,131,2016-11-29,Maroon 5,If I Never See You Again (ft. Rihanna),Funk/Groove,,https://www.youtube.com/watch?v=MbtajuiuLMU,Good,WHERE YOU END AND I BEGIN,lucylew,,,,,,,,
22,2016-12-01,Dance Pop,Too big to Fail,132,2016-11-29,Bruno Mars,Liquer Store (ft. Damien Marley),Reggae Fusion,,https://www.youtube.com/watch?v=1iBm60uJXvs,Good,I'LL BE OKAY TOMORROW,lucylew,,,,,,,,
23,2016-12-01,Dance Rock,Pure Motion,133,2016-11-29,Coldplay,Adventure Of A Lifetime,Funk/Groove,,https://www.youtube.com/watch?v=QtXby3twMmI,Good,TURN YOUR MAGIC ON,DennisL23,,,,,,,,
23,2016-12-01,Dance Rock,Pure Motion,134,2016-11-29,Clean Bandit,Rockabye ft. Sean Paul & Anne - Marie,Reggae Fusion,,https://www.youtube.com/watch?v=papuvlVeZg8,Good,NOBODY MATTERS LIKE YOU,DennisL23,,,,,,,,
23,2016-12-01,Dance Rock,Pure Motion,135,2016-11-30,DJ Snake,Let me Love You (Ft. Justin Bieber,Reggae Fusion,,https://www.youtube.com/watch?v=euCqAq6BRa4,Good,IT'S BEEN A HELL OF A RIDE,DennisL23,,,,,,,,
23,2016-12-01,Dance Rock,Pure Motion,136,2016-11-30,Metro Station,Shake it,Dance Rock,,https://www.youtube.com/watch?v=_wjFahULCK8,Good,LET'S DROP!,DennisL23,,,,,,,,
23,2016-12-01,Dance Rock,Pure Motion,137,2016-11-29,Mike Snow,Genghis Kahn,Dance Rock,,https://www.youtube.com/watch?v=P_SlAzsXa7E,Good,NOBODY ELSE BUT ME,DennisL23,,,,,,,,
23,2016-12-01,Dance Rock,Pure Motion,138,2016-11-29,Madeon,Nonsense ft. Mark Foster,Synth Pop,,https://www.youtube.com/watch?v=QTE_W5SMP0Q,Good,SHOOTING AT THE MOON,DennisL23,,,,,,,,
24,2016-11-30,Reggae Fusion,Novel Beat,139,2016-11-29,Krept & Conan,Freak of the Week ft. Jeremih,Reggae Fusion,,https://www.youtube.com/watch?v=BigyqAiSiSQ,Good,GOT YOUR BODY SPEAKING TO ME,RealNateGreen,,,,,,,,
24,2016-11-30,Reggae Fusion,Novel Beat,140,2016-11-29,"Skrillex & Damian ""Jr. Gong"" Marley",Make It Bun Dem,Reggae Fusion,,https://www.youtube.com/watch?v=BGpzGu9Yp6Y,Good,SUPERNATURAL REVENGE,RealNateGreen,,,,,,,,
24,2016-11-30,Reggae Fusion,Novel Beat,141,2016-11-30,Afrojack,Gone,Reggae Fusion,,https://www.youtube.com/watch?v=_on54HMZswI,Good,CAN YOU KEEP IT OFF THE RECORD?,RealNateGreen,,,,,,,,
24,2016-11-30,Reggae Fusion,Novel Beat,142,2016-11-30,Jonas Blue,Perfect Strangers,Reggae Fusion,,https://www.youtube.com/watch?v=Ey_hgKCCYU4,Good,IT'S NOT FOREVER,RealNateGreen,,,,,,,,
24,2016-11-30,Reggae Fusion,Novel Beat,143,2016-12-01,Robin Shulz & David Guetta,Shed A light feat Cheat Codes,House,,https://www.youtube.com/watch?v=TXRCGKFCH-0,Good,I CAN'T LIVE WIHTOUT YOU,RealNateGreen,,,,,,,,
24,2016-11-30,Reggae Fusion,Novel Beat,144,2016-12-01,Nevada,"The Mack ft. Mark Morrison, Fetty Wap",Reggae Fusion,,https://www.youtube.com/watch?v=-cy78b9uvBs,Good,I'M BACK TO RUN THE SHOW,RealNateGreen,,,,,,,,
25,2016-11-30,Classic/Regional,The New Moves,145,2016-11-29,Cali Swag District,Teach Me How To Dougie,Classic/Regional,,https://www.youtube.com/watch?v=aZglqkCRNt8,Good,ALL THE LADIES LOVE IT,RapGod,,,,,,,,
25,2016-11-30,Classic/Regional,The New Moves,146,2016-11-29,Soulja Boy,Crank That,Classic/Regional,,https://www.youtube.com/watch?v=8UFIYGkROII,Good,CRANK IT EVERYDAY,RapGod,,,,,,,,
25,2016-11-30,Classic/Regional,The New Moves,147,2016-11-30,V.I.C,Wobble,Classic/Regional,,https://www.youtube.com/watch?v=fE_64SdD27w,Good,SHAKING THE CITY LIKE QUAKES,RapGod,,,,,,,,
25,2016-11-30,Classic/Regional,The New Moves,148,2016-11-30,Silento,Watch Me Whip,Classic/Regional,,https://www.youtube.com/watch?v=vjW8wmF5VWc,Good,YOU ALREADY KNOW WHO IT IS,RapGod,,,,,,,,
25,2016-11-30,Classic/Regional,The New Moves,149,2016-12-01,DJ Dash,WOP ft. Flow Rida,Classic/Regional,,https://www.youtube.com/watch?v=vb2Oqfj_c70,Good,HOTTA THAN A BABY IN A MICROWAVE,RapGod,,,,,,,,
25,2016-11-30,Classic/Regional,The New Moves,150,2016-12-01,Cupid,Cupid Shuffle,Classic/Regional,,https://www.youtube.com/watch?v=h24_zoqu4_Q,Good,A BRAND NEW DANCE,RapGod,,,,,,,,
26,2016-12-01,Funk/Groove,Double Zeros,151,2016-11-29,Missy Elliott,Lose Control (Feat. Ciara & Fatman Scoop),Classic/Regional,,https://www.youtube.com/watch?v=XLx3MJBY1Tg,Good,MAKE YOU DO A DOUBLE TAKE,GiGiSays,,,,,,,,
26,2016-12-01,Funk/Groove,Double Zeros,152,2016-11-29,Ciara,"1, 2 Step ft. Missy Elliott",Classic/Regional,,https://www.youtube.com/watch?v=iBHNgV6_znU,Good,OUTRAGEOUS SO CONTAGIOUS,GiGiSays,,,,,,,,
26,2016-12-01,Funk/Groove,Double Zeros,153,2016-11-30,Pitbull,Go Girl (feat. Trina and Young Boss),Funk/Groove,,https://www.youtube.com/watch?v=tiC8MapOLHw,Good,MYSPACE - LOL,GiGiSays,,,,,,,,
26,2016-12-01,Funk/Groove,Double Zeros,154,2016-11-30,Usher,Yeah!,Funk/Groove,,https://www.youtube.com/watch?v=GxBSyx85Kp8,Good,UP IN THE CLUB WITH MY HOMMIES,GiGiSays,,,,,,,,
26,2016-12-01,Funk/Groove,Double Zeros,155,2016-11-29,"Mariah Carey, Fatman Scoop, Jermaine Dupree",It's Like That,Funk/Groove,,https://www.youtube.com/watch?v=uI2cwfluyNo,Good,YOU GOT ME INSPIRED,GiGiSays,,,,,,,,
26,2016-12-01,Funk/Groove,Double Zeros,156,2016-11-29,Jay Z,Big Pimpin' ft. UGK,Classic/Regional,,https://www.youtube.com/watch?v=Cgoqrgc_0cM,Good,SPENDING G'S,GiGiSays,,,,,,,,
27,2016-11-29,Funk/Groove,Electro-Swing,157,2016-12-01,Parov Stelar,Jimmy's Gang,Funk/Groove,,https://www.youtube.com/watch?v=7fkOqXAHLKQ,Good,ELECTRIC JITTERBUG,CallMeNika,,,,,,,,
27,2016-11-29,Funk/Groove,Electro-Swing,158,2016-12-01,Caravan Palace,Lone Digger,Funk/Groove,,https://www.youtube.com/watch?v=UbQgXeY_zi4,Good,MOVE IT ROUND THE RYTHEM,CallMeNika,,,,,,,,
27,2016-11-29,Funk/Groove,Electro-Swing,159,2016-11-30,Gramophonedzie,Why Don't You,Funk/Groove,,https://www.youtube.com/watch?v=uT8OEtf5r1U,Good,PARTY LIKE IT'S 1922,CallMeNika,,,,,,,,
27,2016-11-29,Funk/Groove,Electro-Swing,160,2016-11-30,Yolanda Be Cool Vrs Dcup,We No Speak Americano,Funk/Groove,,https://www.youtube.com/watch?v=CR8logunPzQ,Good,WHISKY SODA E ROCKENROLL,CallMeNika,,,,,,,,
27,2016-11-29,Funk/Groove,Electro-Swing,161,2016-12-01,Alice Frances,St. James Ballroom,Funk/Groove,,https://www.youtube.com/watch?v=gHCgp-jA8SY,Good,I LIKE EVERYTHIN' 'BOUT YOU,CallMeNika,,,,,,,,
27,2016-11-29,Funk/Groove,Electro-Swing,162,2016-12-01,Electric Swing Circus,Valentine,Funk/Groove,,https://www.youtube.com/watch?v=GEQL77fTRRc,Good,FRANCO-AMERICAN SWING,CallMeNika,,,,,,,,
28,2016-12-01,Synth Pop,Rebellion,163,2016-11-29,DEV,Bass Down Low,EDM,,https://www.youtube.com/watch?v=OOAMfUJ3tsc,Good,"YOU KNOW, THAT BOOM BOOM POW",Shayna,,,,,,,,
28,2016-12-01,Synth Pop,Rebellion,164,2016-11-29,will.i.am,"Feelin' Myself ft. Miley Cyrus, Wiz Khalifa, French Montana",Mainstream Rap,,https://www.youtube.com/watch?v=VRuoR--LdqQ,Good,EVERYBODY KNOW ME,Shayna,,,,,,,,
28,2016-12-01,Synth Pop,Rebellion,165,2016-11-30,"Tiesto, Oliver Heldens",The Right Song,House,,https://www.youtube.com/watch?v=JxEiIeoet6Q,Good,LIFT ME WITH THE RIGHT SONG,Shayna,,,,,,,,
28,2016-12-01,Synth Pop,Rebellion,166,2016-11-30,Ke$ha,Die Young,Dance Pop,,https://www.youtube.com/watch?v=NOubzHCUt48,Good,WE'LL KEEP DANCING TILL WE DIE,Shayna,,,,,,,,
28,2016-12-01,Synth Pop,Rebellion,167,2016-11-29,The xx,On Hold,Synth Pop,,https://www.youtube.com/watch?v=blJKoXWlqJk,Good,YOUNG HEARTS ALL NEED LOVE,Shayna,,,,,,,,
28,2016-12-01,Synth Pop,Rebellion,168,2016-11-29,Somewhere Else,Move Together,Synth Pop,,https://www.youtube.com/watch?v=olU-TbxpNNQ,Good,HIGH HOPES AND TIGHTROPES,Shayna,,,,,,,,
29,2016-12-01,Funk/Groove,Timeless,169,2016-11-29,The Beatles,Don't Let Me Down,Classic/Hard Rock,,https://www.youtube.com/watch?v=NCtzkaL2t_Y,Good,A LOVE THAT HAD NO PAST,WinkWink,,,,,,,,
29,2016-12-01,Funk/Groove,Timeless,170,2016-11-29,Michael Jackson,Rock With You,Funk/Groove,,https://www.youtube.com/watch?v=5X-Mrc2l1d0,Good,SO WE CAN ROCK FOREVER,WinkWink,,,,,,,,
29,2016-12-01,Funk/Groove,Timeless,171,2016-11-30,Prince,Kiss,Funk/Groove,,https://www.youtube.com/watch?v=Y7c75wB3NdA,Good,I JUST WANT YOUR EXTRA TIME,WinkWink,,,,,,,,
29,2016-12-01,Funk/Groove,Timeless,172,2016-11-30,Madonna,Into the Groove,Funk/Groove,,https://www.youtube.com/watch?v=52iW3lcpK5M,Good,I HOPE THIS FEELING NEVER ENDS,WinkWink,,,,,,,,
29,2016-12-01,Funk/Groove,Timeless,173,2016-11-29,Elvis Presley,Return to Sender,Classic/Hard Rock,,https://www.youtube.com/watch?v=PU5xxh5UX4U,Good,SPECIAL DELIVERY ,WinkWink,,,,,,,,
29,2016-12-01,Funk/Groove,Timeless,174,2016-11-29,Elton John,Believe,Pop/Soft Rock,,https://www.youtube.com/watch?v=ABSXJiYQFuI,Good,"LOVE, IT'S ALL WE'VE GOT",WinkWink,,,,,,,,
1,2016-12-05,Classic/Regional,Cali Love,1,2016-12-07,DJ Quik,Pitch in for a Party,Classic/Regional,,https://www.youtube.com/watch?v=YHqtpYc9or0,Good,HAVIN' A BALL ,RapGod,,,,,,,,
1,2016-12-05,Classic/Regional,Cali Love,2,2016-12-07,"The Game, 50 Cent",Hate it or Love it,Classic/Regional,,https://www.youtube.com/watch?v=BuMBmK5uksg,Good,DRIVING MOTIVATION,RapGod,,,,,,,,
1,2016-12-05,Classic/Regional,Cali Love,3,2016-12-06,Mista Grimm,Indo Smoke,Classic/Regional,,https://www.youtube.com/watch?v=eXrz6rJdMtE,Good,CHARACTERISTIC BASE,RapGod,,,,,,,,
1,2016-12-05,Classic/Regional,Cali Love,4,2016-12-06,2Pac,To Live and Die in LA,Classic/Regional,,https://www.youtube.com/watch?v=Wz2wVLyTar4,Good,PUTS A SMILE ON YOUR FACE,RapGod,,,,,,,,
1,2016-12-05,Classic/Regional,Cali Love,5,2016-12-07,Kool John,Summer Jam,Classic/Regional,,https://www.youtube.com/watch?v=mwVAiQVGDmY,Good,PARTY IN THE BAY,RapGod,,,,,,,,
1,2016-12-05,Classic/Regional,Cali Love,6,2016-12-07,"2Pac , Dr. Dre",California Love,Classic/Regional,,https://www.youtube.com/watch?v=itp_3yxTOEI,Good,THE CLASSIC CALI PARTY ANTHEM,RapGod,,,,,,,,
2,2016-12-05,Funk/Groove,The Right Vibe,7,2016-12-07,Eryka Badu,Other Side of the Game,R&B/Soul,,https://www.youtube.com/watch?v=3qpyDUfMq-8,Good,PERFECTION OF MOOD,MichaelBryant,,,,,,,,
2,2016-12-05,Funk/Groove,The Right Vibe,8,2016-12-07,Pharrell Williams,Gust of Wind,Funk/Groove,R&B/Soul,https://www.youtube.com/watch?v=VWSRtPTmRr4,Good,GOOD VIBRATIONS,MichaelBryant,,,,,,,,
2,2016-12-05,Funk/Groove,The Right Vibe,9,2016-12-06,Lucy Pearl ,Dance Tonight,Funk/Groove,,https://www.youtube.com/watch?v=dYWuAw_aCZY,Good,THE MUSIC WILL TAKE YOU AWAY,MichaelBryant,,,,,,,,
2,2016-12-05,Funk/Groove,The Right Vibe,10,2016-12-06,Kendrick Lamar,Poetic Justice,Classic/Regional,,https://www.youtube.com/watch?v=yyr2gEouEMM,Good,PUT ME IN THE MOOD,MichaelBryant,,,,,,,,
2,2016-12-05,Funk/Groove,The Right Vibe,11,2016-12-07,Groove Theory,Tell Me,Funk/Groove,R&B/Soul,https://www.youtube.com/watch?v=THtqUDitQ4I,Good,THE GOOD WORKING THEORY,MichaelBryant,,,,,,,,
2,2016-12-05,Funk/Groove,The Right Vibe,12,2016-12-07,Notorius B.I.G. ,Juicy,Classic/Regional,,https://www.youtube.com/watch?v=_JZom_gVfuw,Good,CLASSIC INCLUSION,MichaelBryant,,,,,,,,
3,2016-12-06,Funk/Groove,Sunny Disposition,13,2016-12-05,Outkast,Prototype,Funk/Groove,,https://www.youtube.com/watch?v=uqhJfjbNuQg,Good,LET THE LIGHT IN ,DocTastic,,,,,,,,
3,2016-12-06,Funk/Groove,Sunny Disposition,14,2016-12-05,Ini Kamoze,Here Comes the Hotstepper,Funk/Groove,Reggae Fusion,https://www.youtube.com/watch?v=w0N4twV28Mw,Good,BIG BRIGHT BASELINE,DocTastic,,,,,,,,
3,2016-12-06,Funk/Groove,Sunny Disposition,15,2016-12-05,Alicia Keys,You Don't Know My Name,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=_ST6ZRbhGiA,Good,VOICES SOARING TO BE HEARD,DocTastic,,,,,,,,
3,2016-12-06,Funk/Groove,Sunny Disposition,16,2016-12-05,The Whispers,Keep On Loving Me,R&B/Soul,,https://www.youtube.com/watch?v=d6aRvVTSC0I,Good,HAPPY IT'S FRIDAY,DocTastic,,,,,,,,
3,2016-12-06,Funk/Groove,Sunny Disposition,17,2016-12-07,The Smiths,Ask,Dance Rock,,https://www.youtube.com/watch?v=zoo9Vu1a9bU&list=PLaogZ6OuhR7E38rnp-KbmEDR6nLco2-Oo&index=16,Good,STOP BEING SHY AND MEET PEOPLE,DocTastic,,,,,,,,
3,2016-12-06,Funk/Groove,Sunny Disposition,18,2016-12-07,Erykah Badu,On & On,R&B/Soul,,https://www.youtube.com/watch?v=-CPCs7vVz6s,Good,"WHAT A DAY, WHAT A DAY",DocTastic,,,,,,,,
4,2016-12-05,R&B/Soul,Step to This,19,2016-12-07,Jay Z,Excuse Me Miss,Classic/Regional,,https://www.youtube.com/watch?v=tnDh0JhmaFw,Good,STEP WITH FEELING,SimCard,,,,,,,,
4,2016-12-05,R&B/Soul,Step to This,20,2016-12-07,Tony Toni Tone,Let's Get Down,Funk/Groove,R&B/Soul,https://www.youtube.com/watch?v=VpY_ElM4CYk,Good,HIGH CLASS GROOVE,SimCard,,,,,,,,
4,2016-12-05,R&B/Soul,Step to This,21,2016-12-06,Snoop Dogg,Beautiful,Funk/Groove,Classic/Regional,https://www.youtube.com/watch?v=_FE194VN6c4,Good,INFECTIOUS WORLDWIDE,SimCard,,,,,,,,
4,2016-12-05,R&B/Soul,Step to This,22,2016-12-06,Next ,Too Close,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=kwEZRPkAAu8,Good,STEP BACK YOUR DANCIN KINDA CLOSE,SimCard,,,,,,,,
4,2016-12-05,R&B/Soul,Step to This,23,2016-12-07,Koffee Brown,After the Party,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=6iHJ4ci7y-o,Good,WHAT ARE YOU DOING AFTER,SimCard,,,,,,,,
4,2016-12-05,R&B/Soul,Step to This,24,2016-12-07,Drake,One Dance,Reggae Fusion,Alternative R&B,https://www.youtube.com/watch?v=GYIkwgyVhsU,Good,SAVE ONE FOR ME,SimCard,,,,,,,,
5,2016-12-05,Alternative R&B,Get the House Jumpin,25,2016-12-07,PARTYNEXTDOOR,Come and See Me,Alternative R&B,,https://www.youtube.com/watch?v=Ockhq8E2FrA,Good,CHILL AT MY HOUSE FOR ONCE,Niles.Randy,,,,,,,,
5,2016-12-05,Alternative R&B,Get the House Jumpin,26,2016-12-07,Neyo,Champagne Life,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=gqayCgvI_uI,Good,POP THE BOTTLES ,Niles.Randy,,,,,,,,
5,2016-12-05,Alternative R&B,Get the House Jumpin,27,2016-12-06,Meek Mill,House Party,Trap,,https://www.youtube.com/watch?v=GKFzPv9vnB8,Good,HOOD PARTIES ARE ALWAYS JUMPIN,Niles.Randy,,,,,,,,
5,2016-12-05,Alternative R&B,Get the House Jumpin,28,2016-12-06,PARTYNEXTDOOR,Break From Toronto,Alternative R&B,,https://www.youtube.com/watch?v=lXYq9ImJIN8,Good,TAKE A BREAK ON THE COUCH,Niles.Randy,,,,,,,,
5,2016-12-05,Alternative R&B,Get the House Jumpin,29,2016-12-07,2Pac,Gangsta Party,Classic/Regional,,https://www.youtube.com/watch?v=j0uQBwFMfBk,Good,INVITE ONLY,Niles.Randy,,,,,,,,
5,2016-12-05,Alternative R&B,Get the House Jumpin,30,2016-12-07,Montell Jordan,This is How We Do it,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=0hiUuL5uTKc,Good,NO PARTY IS COMPLETE WITHOUT IT,Niles.Randy,,,,,,,,
6,2016-12-06,R&B/Soul,Stay With Me,31,2016-12-05,Aaron Hall,I Miss You,R&B/Soul,,https://www.youtube.com/watch?v=MkEATnHMYIs,Good,LISTEN TO THE EMOTION,Warlock,,,,,,,,
6,2016-12-06,R&B/Soul,Stay With Me,32,2016-12-05,DJ Khaled,Hold You Down,R&B/Soul,,https://www.youtube.com/watch?v=fxPBu_vX9Q0,Good,SENTIMENTAL SUPERGROUP,Warlock,,,,,,,,
6,2016-12-06,R&B/Soul,Stay With Me,33,2016-12-07,112 ft. Biggie and Mase,Only You,R&B/Soul,,https://www.youtube.com/watch?v=BONCwGvYvsA,Good,SLOW JAM PERSUASION,Warlock,,,,,,,,
6,2016-12-06,R&B/Soul,Stay With Me,34,2016-12-07,Rihanna,Kiss it Better,R&B/Soul,,https://www.youtube.com/watch?v=49lY0HqqUVc,Good,"AFTER THE FIGHT, MAKE UP",Warlock,,,,,,,,
6,2016-12-06,R&B/Soul,Stay With Me,35,2016-12-05,The Tony Rich Project,Nobody Knows it But Me,R&B/Soul,,https://www.youtube.com/watch?v=W7EyUY3-Wrg,Good,KNOW SOMEONE INSIDE AND OUT,Warlock,,,,,,,,
6,2016-12-06,R&B/Soul,Stay With Me,36,2016-12-05,Babyface,Everytime I Close My Eyes,R&B/Soul,,https://www.youtube.com/watch?v=GbrSO81KhBY,Good,NEED CONVINCING? ,Warlock,,,,,,,,
7,2016-12-06,Alternative R&B,So Close,37,2016-12-05,Bryson Tiller,Don't,Alternative R&B,,https://www.youtube.com/watch?v=d7cVLE4SaN0,Good,SEDUCTIVE SOUNDS DRAW YOU CLOSE,Showtime,,,,,,,,
7,2016-12-06,Alternative R&B,So Close,38,2016-12-05,Tory Lanez,LUV,Alternative R&B,,https://www.youtube.com/results?search_query=tory+lanez+luv,Good,GET HOOKED UP,Showtime,,,,,,,,
7,2016-12-06,Alternative R&B,So Close,39,2016-12-07,Ty Dolla $ign,Zaddy,Alternative R&B,,https://www.youtube.com/watch?v=3pAoC-DWNfs,Good,A LOVE TALE IN TOKYO,Showtime,,,,,,,,
7,2016-12-06,Alternative R&B,So Close,40,2016-12-07,Ariana Grande,Let Me Love You,Alternative R&B,,https://www.youtube.com/watch?v=5WL672bjJgM,Good,BREATHE ON THE BACK OF THE NECK,Showtime,,,,,,,,
7,2016-12-06,Alternative R&B,So Close,41,2016-12-05,Rihanna ft. Drake,Work,Reggae Fusion,,https://www.youtube.com/watch?v=HL1UzIK-flA,Good,FEELING THROUGH FABRIC,Showtime,,,,,,,,
7,2016-12-06,Alternative R&B,So Close,42,2016-12-05,Bo James,Burn Slow,Alternative R&B,,https://www.youtube.com/watch?v=bIVHfKMoysI,Good,SLOWLY REALIZATION OF LOVE,Showtime,,,,,,,,
8,2016-12-07,Alternative R&B,Sweet as Candy,43,2016-12-05,Soul For Real,Candy Rain,R&B/Soul,,https://www.youtube.com/watch?v=Cx0xzO73Amo,Good,WHAT DO YOU DREAM OF,PerfectMelody,,,,,,,,
8,2016-12-07,Alternative R&B,Sweet as Candy,44,2016-12-05,Shanice ,I Love Your Smile,R&B/Soul,,https://www.youtube.com/watch?v=Z9GSMei0NAw,Good,SMILING FROM EAR TO EAR,PerfectMelody,,,,,,,,
8,2016-12-07,Alternative R&B,Sweet as Candy,45,2016-12-06,Zayn,Pillow Talk,Alternative R&B,,https://www.youtube.com/watch?v=C_3d6GntKbk,Good,WHISPERING SWEET NOTHINGS,PerfectMelody,,,,,,,,
8,2016-12-07,Alternative R&B,Sweet as Candy,46,2016-12-06,Dreezy ft. Jerimih,Body,Alternative R&B,,https://www.youtube.com/watch?v=rfcFwk37Bls,Good,A KIND OF SWEETNESS,PerfectMelody,,,,,,,,
8,2016-12-07,Alternative R&B,Sweet as Candy,47,2016-12-06,DJ Khaled,Do You Mind,Alternative R&B,,https://www.youtube.com/watch?v=_xGhK6qgPtM,Good,THE LIGHTER SIDE OF A BOSS,PerfectMelody,,,,,,,,
8,2016-12-07,Alternative R&B,Sweet as Candy,48,2016-12-06,Drake,Hotline Bling,Alternative R&B,,https://www.youtube.com/watch?v=uxpDa-c-4Mc,Good,THE COLOR OF LUST,PerfectMelody,,,,,,,,
9,2016-12-07,R&B/Soul,Wide Open Heart,49,2016-12-05,Mary J. Blige,Real Love,R&B/Soul,,https://www.youtube.com/watch?v=90c9pEtZquw,Good,SINGING THE TRUTH,Lady_Funk,,,,,,,,
9,2016-12-07,R&B/Soul,Wide Open Heart,50,2016-12-05,Toni Braxton,Breathe Again,R&B/Soul,,https://www.youtube.com/watch?v=pRFEz2MjZgg,Good,SO HEARTFELT,Lady_Funk,,,,,,,,
9,2016-12-07,R&B/Soul,Wide Open Heart,51,2016-12-06,Justin Beiber,Sorry,R&B/Soul,,https://www.youtube.com/watch?v=fRh_vgS2dFE,Good,APOLOGIES LEAD TO TRUTH,Lady_Funk,,,,,,,,
9,2016-12-07,R&B/Soul,Wide Open Heart,52,2016-12-06,Labrinthe,Jealous,R&B/Soul,,https://www.youtube.com/watch?v=50VWOBi0VFs,Good,POURING IT ALL OUT,Lady_Funk,,,,,,,,
9,2016-12-07,R&B/Soul,Wide Open Heart,53,2016-12-06,Maxwell,Lake by the Ocean,R&B/Soul,,https://www.youtube.com/watch?v=BsSu0bRZEHM,Good,CAUGHT IN A LYRICAL TRANCE,Lady_Funk,,,,,,,,
