No.,Date,Sub Genre,CollectionName,No.,SongDate,Artist Name,Song Name,Sub Genre 1,Sub Genre 2,YouTube URL,Memo,Tagline,Bot Name,,,,,,,,
2,2016-12-19,Alternative R&B,End of the Day,10,2016/12/20,Ed Sheeran,Thinking Out Loud,Blues,,https://www.youtube.com/watch?v=lp-EO5I60KA,Good,JUST THE TOUCH OF A HAND,PerfectMelody,,,,,,,,
2,2016-12-19,Alternative R&B,End of the Day,11,2016/12/21,Karen O,The Moon Song,Alt/Indie,,https://www.youtube.com/watch?v=CxahbnUCZxY,Good,I'LL BE THERE SOON,PerfectMelody,,,,,,,,
2,2016-12-19,Alternative R&B,End of the Day,12,2016/12/21,James Blake,Retrograde,Alternative R&B,,https://www.youtube.com/watch?v=6p6PcFFUm5I,Good,BE THE GIRL YOU LOVE,PerfectMelody,,,,,,,,
3,2016-12-20,Reggae Fusion,Work Out,13,2016/12/20,CL,Hello Bitches,K Pop,Trap,https://www.youtube.com/watch?v=8o4Zj98FeX4,Good,TAKE NO SH*T,RealNateGreen,,,,,,,,
3,2016-12-20,Reggae Fusion,Work Out,14,2016/12/20,Demi Lovato,Confident,Dance Pop,,https://www.youtube.com/watch?v=cwLRQn61oUY,Good,NOTHING WRONG,RealNateGreen,,,,,,,,
3,2016-12-20,Reggae Fusion,Work Out,15,2016/12/19,Akon & Matoma,Stick Around,Reggae Fusion,,https://www.youtube.com/watch?v=rgRpki59xOs,Good,I KNOW WE JUST STARTED,RealNateGreen,,,,,,,,
3,2016-12-20,Reggae Fusion,Work Out,16,2016/12/19,Gwen Stefani,The Sweet Escape,Reggae Fusion,,https://www.youtube.com/watch?v=O0lf_fE3HwA,Good,I COULD BE YOUR FAVORITE GIRL,RealNateGreen,,,,,,,,
3,2016-12-20,Reggae Fusion,Work Out,17,2016/12/21,Tritonal,Getaway,Reggae Fusion,House,https://www.youtube.com/watch?v=Vc8m6JLGgrc,Good,TWO CRAZY FOOLS,RealNateGreen,,,,,,,,
3,2016-12-20,Reggae Fusion,Work Out,18,2016/12/21,Nicki Minaj,Feeling Myself,Mainstream Rap,,https://www.youtube.com/watch?v=0Kg9xRooTVk,Good,WORLD STOP… CARRY ON,RealNateGreen,,,,,,,,
4,2016-12-21,Synth Pop,Music for Coders,19,2016/12/21,Tycho,See,Synth Pop,Dance Rock,https://www.youtube.com/watch?v=5wWBLbQInqk,Good,POWERING ON,savedsinner,,,,,,,,
4,2016-12-21,Synth Pop,Music for Coders,20,2016/12/21,Kraftwerk,The Man Machine,Synth Pop,,https://www.youtube.com/watch?v=Mkd7LbQnfIQ,Good,SEMI-HUMAN BEING,savedsinner,,,,,,,,
4,2016-12-21,Synth Pop,Music for Coders,21,2016/12/20,Trent Reznor,In Motion,Synth Pop,House,https://www.youtube.com/watch?v=Yczul_609Gg,Good,A BILLION DOLLARS,savedsinner,,,,,,,,
4,2016-12-21,Synth Pop,Music for Coders,22,2016/12/20,Oingo Boingo,Weird Science,Synth Pop,,https://www.youtube.com/watch?v=Jm-upHSP9KU,Good,IT'S MY CREATION!,savedsinner,,,,,,,,
4,2016-12-21,Synth Pop,Music for Coders,23,2016/12/19,Daniel Pemberton,Change The World,Synth Pop,,https://www.youtube.com/watch?v=t84G4gQyZVA,Good,THE CRAZY ONES,savedsinner,,,,,,,,
4,2016-12-21,Synth Pop,Music for Coders,24,2016/12/19,Trentemoller,Still on Fire,Synth Pop,,https://www.youtube.com/watch?v=liHjofQBAeM,Good,COMMAND HTC,savedsinner,,,,,,,,
5,2016-12-20,Dance Rock,It's Going to Get Better,25,2016/12/19,One Republic,Marching On,Dance Rock,,https://www.youtube.com/watch?v=UHvgAJe8bvM,Good,WE'LL HAVE THE HEART,ChicagoForever,,,,,,,,
5,2016-12-20,Dance Rock,It's Going to Get Better,26,2016/12/19,Hailee Steinfeld,Love Myself,Dance Pop,,https://www.youtube.com/watch?v=bMpFmHSgC4Q,Good,FLY FOR FREEDOM,ChicagoForever,,,,,,,,
5,2016-12-20,Dance Rock,It's Going to Get Better,27,2016/12/19,U2,Walk On,Pop/Soft Rock,Alt/Indie,https://www.youtube.com/watch?v=gwKEdFoUB0o,Good,"OH NO, BE STRONG",ChicagoForever,,,,,,,,
5,2016-12-20,Dance Rock,It's Going to Get Better,28,2016/12/19,Josh Groban,You Are Loved,Blues,New Wave/Ethereal,https://www.youtube.com/watch?v=EGLSk3AVcUU,Good,DON'T GIVE UP,ChicagoForever,,,,,,,,
5,2016-12-20,Dance Rock,It's Going to Get Better,29,2016/12/21,Fun,All Alright,Dance Rock,,https://www.youtube.com/watch?v=7fdpMyJ-ftU,Good,YOU'VE FALLEN FROM THE SUN,ChicagoForever,,,,,,,,
5,2016-12-20,Dance Rock,It's Going to Get Better,30,2016/12/21,Death Cab for Cutie,You Are A Tourist,Dance Rock,,https://www.youtube.com/watch?v=qkk5wViJo-I,Good,BUILD IT BIGGER THAN THE SUN,ChicagoForever,,,,,,,,
6,2016-12-21,New Wave/Ethereal,In a tough place,31,2016/12/21,Radiohead,Daydreaming,New Wave/Ethereal,,https://www.youtube.com/watch?v=TTAU7lLDZYU,Good,DREAMERS NEVER LEARN,WickedWitch,,,,,,,,
6,2016-12-21,New Wave/Ethereal,In a tough place,32,2016/12/21,Sigur Ros,Fjogur Piano,New Wave/Ethereal,,https://www.youtube.com/watch?v=8i9vEBWnu9I,Good,DANCE OF BROKEN LOVE,WickedWitch,,,,,,,,
6,2016-12-21,New Wave/Ethereal,In a tough place,33,2016/12/20,Tom Odell,Somehow,Blues,New Wave/Ethereal,https://www.youtube.com/watch?v=5m_ZUQTW13I,Good,YOU SING EVERY SINGLE WORD,WickedWitch,,,,,,,,
6,2016-12-21,New Wave/Ethereal,In a tough place,34,2016/12/20,Boards of Canada,Reach for the Dead,New Wave/Ethereal,,https://www.youtube.com/watch?v=2jTg-q6Drt0,Good,FALLOUT SOUND,WickedWitch,,,,,,,,
6,2016-12-21,New Wave/Ethereal,In a tough place,35,2016/12/19,Grizzly Bear,"Ready, Able",New Wave/Ethereal,,https://www.youtube.com/watch?v=Puph1hejMQE,Good,FEELINGS MELT LIKE COLORS,WickedWitch,,,,,,,,
6,2016-12-21,New Wave/Ethereal,In a tough place,36,2016/12/19,Antony and the Johnsons,Hope There's Someone,Blues,,https://www.youtube.com/watch?v=iKVHko9YIq8,Good,WHEN I GO,WickedWitch,,,,,,,,
7,2016-12-21,Dance Rock,SCI-FI POP,37,2016/12/19,Coldplay,Talk,New Wave/Ethereal,,https://www.youtube.com/watch?v=EH9meoWmAOM,Good,SCARED ABOUT THE FUTURE,MinaTurner,,,,,,,,
7,2016-12-21,Dance Rock,SCI-FI POP,38,2016/12/19,Chris Hadfield,Space Oddity,Classic/Hard Rock,,https://www.youtube.com/watch?v=KaOC9danxNo,Good,1ST MUSIC VIDEO IN SPACE,MinaTurner,,,,,,,,
7,2016-12-21,Dance Rock,SCI-FI POP,39,2016/12/20,The Killers,Spaceman,Dance Rock,New Wave/Ethereal,https://www.youtube.com/watch?v=Hc16Y9fiCvQ,Good,IT'S ALL IN YOUR MIND,MinaTurner,,,,,,,,
7,2016-12-21,Dance Rock,SCI-FI POP,40,2016/12/20,Janelle Monae,Many Moons,Funk/Groove,,https://www.youtube.com/watch?v=LHgbzNHVg0c,Good,ROBOT ROCK,MinaTurner,,,,,,,,
7,2016-12-21,Dance Rock,SCI-FI POP,41,2016/12/20,Styx,Mr. Roboto,Funk/Groove,Synth Pop,https://www.youtube.com/watch?v=F2idUuiRmCk,Good,MY BRAIN IBM,MinaTurner,,,,,,,,
7,2016-12-21,Dance Rock,SCI-FI POP,42,2016/12/20,The Flaping Lips,Yoshimi Battles The Pink Robots,Dance Rock,,https://www.youtube.com/watch?v=ZdDHi5SSIlM,Good,DON'T LET THOSE ROBOTS EAT ME,MinaTurner,,,,,,,,
8,2016-12-20,Folk,Familiar Faces,43,2016/12/20,Phillip Phillips,Home,Folk,,https://www.youtube.com/watch?v=HoRkntoHkIE,Good,KNOW YOU'RE NOT ALONE,grahamophone,,,,,,,,
8,2016-12-20,Folk,Familiar Faces,44,2016/12/20,Edward Sharpe & The Magnetic Zeros,Home,Folk,,https://www.youtube.com/watch?v=DHEOF_rcND8,Good,HOME IS WHEREVER I'M WITH YOU,grahamophone,,,,,,,,
8,2016-12-20,Folk,Familiar Faces,45,2016/12/19,Dan Croll,Home,Pop/Soft Rock,Folk,https://www.youtube.com/watch?v=fYpqI4oD224,Good,GOING BACK,grahamophone,,,,,,,,
8,2016-12-20,Folk,Familiar Faces,46,2016/12/19,The Cinematic Orchestra,To Build a Home,Blues,,https://www.youtube.com/watch?v=QB0ordd2nOI,Good,A PLACE WHERE I DON'T FEEL ALONE,grahamophone,,,,,,,,
8,2016-12-20,Folk,Familiar Faces,47,2016/12/21,Michael Kiwanuka,Home Again,Blues,Folk,https://www.youtube.com/watch?v=kJ4s3G7hgR4,Good,FEEL STRONG AGAIN,grahamophone,,,,,,,,
8,2016-12-20,Folk,Familiar Faces,48,2016/12/21,Leon Bridges,Coming Home,Blues,,https://www.youtube.com/watch?v=MTrKkqE9p1o,Good,ONLY ONE THAT I WANT,grahamophone,,,,,,,,
9,2016-12-19,Pop/Soft Rock,Time to Travel,49,2016/12/19,Shakira,Gypsy,Folk,Latin Pop/Rock,https://www.youtube.com/watch?v=_3-GiVIE8gc,Good,ARE YOU COMING WITH ME?,PunkHard2,,,,,,,,
9,2016-12-19,Pop/Soft Rock,Time to Travel,50,2016/12/19,Matt Hardin,Where the Hell is Matt? - 2008,New Wave/Ethereal,Alt/Indie,https://www.youtube.com/watch?v=zlfKdbWwruY,Good,HE'S BEEN EVERYWHERE,PunkHard2,,,,,,,,
9,2016-12-19,Pop/Soft Rock,Time to Travel,51,2016/12/20,Wyclef Jean,Gone Till November,Reggae Fusion,Blues,https://www.youtube.com/watch?v=kI6MWZrl8v8,Good,I CAN'T STAY,PunkHard2,,,,,,,,
9,2016-12-19,Pop/Soft Rock,Time to Travel,52,2016/12/20,Iggy Pop,The Passenger,Dance Rock,Classic/Hard Rock,https://www.youtube.com/watch?v=hM7LCXiWOSI,Good,YELLOW BRIGHT AND HOLLOW SKY,PunkHard2,,,,,,,,
9,2016-12-19,Pop/Soft Rock,Time to Travel,53,2016/12/21,Simon & Garfunkel,America,Pop/Soft Rock,,https://www.youtube.com/watch?v=W773ZPJhcVw,Good,WE'VE ALL GONE TO LOOK FOR AMERICA,PunkHard2,,,,,,,,
9,2016-12-19,Pop/Soft Rock,Time to Travel,54,2016/12/21,Sufjan Stevens,Chicago,Alt/Indie,,https://www.youtube.com/watch?v=c_-cUdmdWgU,Good,WE SLEPT IN PARKING LOTS,PunkHard2,,,,,,,,
10,2016-12-19,Classic Pop,Goodbye,55,2016/12/21,Adele,Someone Like You,Blues,,https://www.youtube.com/watch?v=hLQl3WQQoQ0,Good,DON'T FORGET ME,JtotheA55,,,,,,,,
10,2016-12-19,Classic Pop,Goodbye,56,2016/12/21,Train,50 Way to Say Goodbye,Dance Pop,Dance Rock,https://www.youtube.com/watch?v=GSBFehvLJDc,Good,I'M OUT OF LINES,JtotheA55,,,,,,,,
10,2016-12-19,Classic Pop,Goodbye,57,2016/12/20,Maroon 5,Beautiful Goodbye,Reggae Fusion,,https://www.youtube.com/watch?v=bfn2yOacQ-Q,Good,KISSING YOUR TEARS GOONIGHT,JtotheA55,,,,,,,,
10,2016-12-19,Classic Pop,Goodbye,58,2016/12/20,Beyonce,Irreplaceable,R&B/Soul,,https://www.youtube.com/watch?v=2EwViQxSJJQ,Good,TO THE LEFT - TO THE LEFT,JtotheA55,,,,,,,,
10,2016-12-19,Classic Pop,Goodbye,59,2016/12/21,Simple Minds,Don't You,Synth Pop,New Wave/Ethereal,https://www.youtube.com/watch?v=CdqoNKCCt7A,Good,RAIN KEEPS FALLING,JtotheA55,,,,,,,,
10,2016-12-19,Classic Pop,Goodbye,60,2016/12/21,Macy Gray,I Try,Classic Pop,,https://www.youtube.com/watch?v=WEQ0l_m3Xm0,Good,THOUGH I TRY TO HIDE IT,JtotheA55,,,,,,,,
11,2016-12-20,Classic Pop,Remembering,61,2016/12/19,Kanye West,Only One,Classic/Regional,,https://www.youtube.com/watch?v=WibQR0tQ0P8,Good,HE SAID HE SENT YOU AN ANGEL,daringflower,,,,,,,,
11,2016-12-20,Classic Pop,Remembering,62,2016/12/19,P Diddy,I'll Be Missing You,Classic/Regional,,https://www.youtube.com/watch?v=Bc0yKieFxxw,Good,WE'RE STILL A TEAM,daringflower,,,,,,,,
11,2016-12-20,Classic Pop,Remembering,63,2016/12/19,Don McLean,American Pie,Pop/Soft Rock,Folk,https://www.youtube.com/watch?v=ih7N9_VUU4U,Good,THE DAY THE MUSIC DIED,daringflower,,,,,,,,
11,2016-12-20,Classic Pop,Remembering,64,2016/12/19,Billy Joel,"Lullabye (Goodnight, My Angel)",Pop/Soft Rock,,https://www.youtube.com/watch?v=dcnd55tLCv8,Good,I NEVER WILL BE FAR AWAY,daringflower,,,,,,,,
11,2016-12-20,Classic Pop,Remembering,65,2016/12/21,Gorge Harrison,All Those Years Ago,Classic/Hard Rock,,https://www.youtube.com/watch?v=Z7bBLE1EAIw,Good,YOU WERE THE ONE WHO MADE IT CLEAR,daringflower,,,,,,,,
11,2016-12-20,Classic Pop,Remembering,66,2016/12/21,LCD Soundsystem,Someone Great,Synth Pop,House,https://www.youtube.com/watch?v=bOHLeXxfNu0,Good,TOO LATE FOR BEGININGS,daringflower,,,,,,,,
12,2016-12-21,Classic Pop,What are friends for?,67,2016/12/19,Yelawolf,Best Friend,Classic/Regional,,https://www.youtube.com/watch?v=it_04dk_97E,Good,BEHOLD THESE LYRICS,schavez,,,,,,,,
12,2016-12-21,Classic Pop,What are friends for?,68,2016/12/19,Young Thug,Best Friend,Mainstream Rap,,https://www.youtube.com/watch?v=Tz6OUIjtM6E,Good,WHEN YOU'RE FRIENDS WITH YOURSELF,schavez,,,,,,,,
12,2016-12-21,Classic Pop,What are friends for?,69,2016/12/20,Dionne Warwick,That's What Friends Are For,R&B/Soul,,https://www.youtube.com/watch?v=HyTpu6BmE88,Good,A CLASS FRIENDS,schavez,,,,,,,,
12,2016-12-21,Classic Pop,What are friends for?,70,2016/12/20,Queen,Best Friend,Classic/Hard Rock,,https://www.youtube.com/watch?v=HaZpZQG2z10,Good,YOU MAKE ME LIVE,schavez,,,,,,,,
12,2016-12-21,Classic Pop,What are friends for?,71,2016/12/20,White Stripes,We're Going To Be Friends,Alt/Indie,,https://www.youtube.com/watch?v=PKfD8d3XJok,Good,HERE WE ARE,schavez,,,,,,,,
12,2016-12-21,Classic Pop,What are friends for?,72,2016/12/20,The Beatles,With A Little Help From My Friends,Classic/Hard Rock,,https://www.youtube.com/watch?v=W-uTocAlIyw,Good,I JUST NEED SOMEONE TO LOVE,schavez,,,,,,,,
1,2016-12-22,Mainstream Rap,Plastic,1,2016-12-23,Russ,What They Want,Mainstream Rap,,https://www.youtube.com/watch?v=oorK4RPgZ8Q,Good,YA'LL AINT FOOLIN' ME AT ALL,MicheleSmith,,,,,,,,
1,2016-12-22,Mainstream Rap,Plastic,2,2016-12-23,My Shit,A-Boogie Wit Da Hoodie,Mainstream Rap,,https://www.youtube.com/watch?v=9cGpLc-G20E,Good,SEE THE FLICK OF MY WRIST,MicheleSmith,,,,,,,,
1,2016-12-22,Mainstream Rap,Plastic,3,2016-12-23,Drake,Fake Love,Mainstream Rap,,https://www.youtube.com/watch?v=Q7k5slRG0Cw,Good,FAKE PEOPLE FAKE EVERYTHING,MicheleSmith,,,,,,,,
1,2016-12-22,Mainstream Rap,Plastic,4,2016-12-23,Usher,Rivals,Alternative R&B,,https://www.youtube.com/watch?v=IYRJYApTlUQ,Good,I'LL PUT THAT ON THE BIBLE,MicheleSmith,,,,,,,,
1,2016-12-22,Mainstream Rap,Plastic,5,2016-12-24,Alexander O'Neal,Fake,Funk/Groove,R&B/Soul,https://www.youtube.com/watch?v=vN1RYACiXNs,Good,"YOU'RE A FAKE, BABY",MicheleSmith,,,,,,,,
1,2016-12-22,Mainstream Rap,Plastic,6,2016-12-24,Lilly Allen,Friend of Mine,Reggae Fusion,,https://www.youtube.com/watch?v=7qTyKS-5MQY,Good,YOU'RE NO FRIEND OF MINE,MicheleSmith,,,,,,,,
2,2016-12-22,Alternative R&B,Bounce,7,2016-12-24,Broccoli,Big Baby D.R.A.M,Mainstream Rap,,https://www.youtube.com/watch?v=K44j-sb1SRY,Good,IT'S GOOD FOR YOU,PerfectMelody,,,,,,,,
2,2016-12-22,Alternative R&B,Bounce,8,2016-12-24,Zay Hilfigerr & Zayion McCall,Juju On That Beat,Mainstream Rap,,https://www.youtube.com/watch?v=a2v_zGWawP0,Good,YOU'RE YOUR DADDY'S SON,PerfectMelody,,,,,,,,
2,2016-12-22,Alternative R&B,Bounce,9,2016-12-23,Janelle Monae,Yoga,Alternative R&B,,https://www.youtube.com/watch?v=0OkB6p_FZAw,Good,LET ME SO YOU DO IT,PerfectMelody,,,,,,,,
2,2016-12-22,Alternative R&B,Bounce,10,2016-12-23,R Kelly,Ignition,Alternative R&B,,https://www.youtube.com/watch?v=y6y_4_b6RS8,Good,HOT AND FRESH OUT THE KITCHEN,PerfectMelody,,,,,,,,
2,2016-12-22,Alternative R&B,Bounce,11,2016-12-24,Blackstreet,No Diggity,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=3KL9mRus19o,Good,I LIKE THE WAY YOU WORK IT,PerfectMelody,,,,,,,,
2,2016-12-22,Alternative R&B,Bounce,12,2016-12-24,Eve,Let Me Blow Ya Mind,Alternative R&B,R&B/Soul,https://www.youtube.com/watch?v=Wt88GMJmVk0,Good,CREATE MY OWN LINES,PerfectMelody,,,,,,,,
3,2016-12-23,Mainstream Rap,That Life,13,2016-12-22,Future,Used to This,Mainstream Rap,,https://www.youtube.com/watch?v=SZDmuHSqwtg,Good,BELOW THE SURFACE,KingKolby,,,,,,,,
3,2016-12-23,Mainstream Rap,That Life,14,2016-12-22,Lil Uzi Vert,You Was Right,Mainstream Rap,,https://www.youtube.com/watch?v=55iN4H6kRN4,Good,LIVING IN FANTASY,KingKolby,,,,,,,,
3,2016-12-23,Mainstream Rap,That Life,15,2016-12-22,Jidenna,Classic Man,Mainstream Rap,,https://www.youtube.com/watch?v=nsiN0W15w0U,Good,OLD FASHIONED MAN,KingKolby,,,,,,,,
3,2016-12-23,Mainstream Rap,That Life,16,2016-12-22,Bruno Mars,That's What I like,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=mPIm_ZZ0yVw,Good,LUCKY FOR YOU,KingKolby,,,,,,,,
3,2016-12-23,Mainstream Rap,That Life,17,2016-12-24,Erykah Badu,On & On,R&B/Soul,,https://www.youtube.com/watch?v=-CPCs7vVz6s,Good,KEEPS ON GOING,KingKolby,,,,,,,,
3,2016-12-23,Mainstream Rap,That Life,18,2016-12-24,Kool & The Gang,Rags to Ritches,Funk/Groove,,https://www.youtube.com/watch?v=rlrqnczLtis,Good,YOU WILL COME DOWN,KingKolby,,,,,,,,
4,2016-12-22,R&B/Soul,Appreciate,19,2016-12-24,Jodeci,Every Moment,R&B/Soul,,https://www.youtube.com/watch?v=UY7qKmsxSSk,Good,NOTHING WE CAN'T OVERCOME,Lady_Funk,,,,,,,,
4,2016-12-22,R&B/Soul,Appreciate,20,2016-12-24,Alicia Keys,In Common,Alternative R&B,Reggae Fusion,https://www.youtube.com/watch?v=4HazJhPnrB8,Good,SINCE I'M BEING HONEST,Lady_Funk,,,,,,,,
4,2016-12-22,R&B/Soul,Appreciate,21,2016-12-23,Ashanti,Baby,Alternative R&B,,https://www.youtube.com/watch?v=QThbui6twrI,Good,I GAVE UP EVERYTHING,Lady_Funk,,,,,,,,
4,2016-12-22,R&B/Soul,Appreciate,22,2016-12-23,Mariah Carey,#Beautiful,Alternative R&B,Dance Rock,https://www.youtube.com/watch?v=USF55GUALyQ,Good,I CAN'T PRETEND,Lady_Funk,,,,,,,,
4,2016-12-22,R&B/Soul,Appreciate,23,2016-12-24,Chris Brown,Little More,Alternative R&B,Dance Pop,https://www.youtube.com/watch?v=IajZTuxdv3Q,Good,MOTIVATION,Lady_Funk,,,,,,,,
4,2016-12-22,R&B/Soul,Appreciate,24,2016-12-24,Sly & The Family Stone,Thank You,Funk/Groove,,https://www.youtube.com/watch?v=NOa5UOHdwnc,Good,FOR LETTING ME BE MYSELF,Lady_Funk,,,,,,,,
5,2016-12-23,R&B/Soul,Let's Stay In Tonight,25,2016-12-22,Janet Jackson,No Sleep,Funk/Groove,R&B/Soul,https://www.youtube.com/watch?v=2_t0ffY3JvE,Good,THERE'S A REASON WHY,SrryNotSrry,,,,,,,,
5,2016-12-23,R&B/Soul,Let's Stay In Tonight,26,2016-12-22,Trey Songz,Slow Motion,Alternative R&B,,https://www.youtube.com/watch?v=dXTBbM21plg,Good,WE CAN TAKE OUR TIME,SrryNotSrry,,,,,,,,
5,2016-12-23,R&B/Soul,Let's Stay In Tonight,27,2016-12-22,Tamar Braxton,All the Way Home,R&B/Soul,,https://www.youtube.com/watch?v=SKNUENA1ZbM,Good,THINKING ABOUT YOU,SrryNotSrry,,,,,,,,
5,2016-12-23,R&B/Soul,Let's Stay In Tonight,28,2016-12-22,Boyz II Men,I'll Make Love To You,R&B/Soul,,https://www.youtube.com/watch?v=fV8vB1BB2qc,Good,LIKE YOU WANT ME TO,SrryNotSrry,,,,,,,,
5,2016-12-23,R&B/Soul,Let's Stay In Tonight,29,2016-12-24,Az Yet,Last Night,R&B/Soul,,https://www.youtube.com/watch?v=Ij0bj7SpP0w,Good,THE MOUNTAINS AND THE RIVERS,SrryNotSrry,,,,,,,,
5,2016-12-23,R&B/Soul,Let's Stay In Tonight,30,2016-12-24,Xscape,Tonight,R&B/Soul,,https://www.youtube.com/watch?v=QnWrM7Xhpn4,Good,WHY DON'T YOU STAY AWHILE,SrryNotSrry,,,,,,,,
6,2016-12-24,R&B/Soul,Dance to the Rythem,31,2016-12-23,Justin Timberlake,Suit & Tie,R&B/Soul,,https://www.youtube.com/watch?v=IsUsVbTj2AY,Good,LET ME SHOW YOU A FEW THINGS,LucidPoetry,,,,,,,,
6,2016-12-24,R&B/Soul,Dance to the Rythem,32,2016-12-23,Ciara,Dance Like We're Making Love,Alternative R&B,Reggae Fusion,https://www.youtube.com/watch?v=Fw_crqWYBCM,Good,AS SOON AS OUR SONG COMES ON,LucidPoetry,,,,,,,,
6,2016-12-24,R&B/Soul,Dance to the Rythem,33,2016-12-23,Lauryn Hill,Doo-Wop,R&B/Soul,,https://www.youtube.com/watch?v=T6QKqFPRZSA,Good,THAT THING,LucidPoetry,,,,,,,,
6,2016-12-24,R&B/Soul,Dance to the Rythem,34,2016-12-23,Michael Jackson,You Rock My World,R&B/Soul,Funk/Groove,https://www.youtube.com/watch?v=1-7ABIM2qjU,Good,FEELS SO RIGHT,LucidPoetry,,,,,,,,
6,2016-12-24,R&B/Soul,Dance to the Rythem,35,2016-12-22,Young MC,Bust A Move,Funk/Groove,Classic/Regional,https://www.youtube.com/watch?v=xy4FXhkm6Nw,Good,DON'T JUST STAND THERE,LucidPoetry,,,,,,,,
6,2016-12-24,R&B/Soul,Dance to the Rythem,36,2016-12-22,Kelis,Milkshake,Alternative R&B,,https://www.youtube.com/watch?v=pGL2rytTraA,Good,BETTER THAN YOURS,LucidPoetry,,,,,,,,
7,2016-12-22,R&B/Soul,Feel the Blues,37,2016-12-24,Maxwell,Lake By the Ocean,R&B/Soul,,https://www.youtube.com/watch?v=BsSu0bRZEHM,Good,LOVE ON TRUST,Lady_Funk,,,,,,,,5.96277E+14
7,2016-12-22,R&B/Soul,Feel the Blues,38,2016-12-24,Toni Braxton,Hurt You,R&B/Soul,,https://www.youtube.com/watch?v=rnyav7pbBbk,Good,JUST DOING WHAT I HAD TO,Lady_Funk,,,,,,,,
7,2016-12-22,R&B/Soul,Feel the Blues,39,2016-12-23,Solange,Losing You,R&B/Soul,,https://www.youtube.com/watch?v=Hy9W_mrY_Vk,Good,TELL ME THE TRUTH,Lady_Funk,,,,,,,,
7,2016-12-22,R&B/Soul,Feel the Blues,40,2016-12-23,Akon,Lonely,Reggae Fusion,R&B/Soul,https://www.youtube.com/watch?v=6EEW-9NDM5k,Good,I HAD TO TAKE A LITTLE RIDE,Lady_Funk,,,,,,,,
7,2016-12-22,R&B/Soul,Feel the Blues,41,2016-12-24,Jhene Aiko,The Worst,Alternative R&B,,https://www.youtube.com/watch?v=oEm3lY3trRU,Good,"I DON'T NEED YOU, BUT…",Lady_Funk,,,,,,,,
7,2016-12-22,R&B/Soul,Feel the Blues,42,2016-12-24,The Fugees,Killing me softly,R&B/Soul,,https://www.youtube.com/watch?v=69VrOmd7qNc,Good,STRUMMING MY PAIN,Lady_Funk,,,,,,,,
8,2016-12-23,R&B/Soul,How to be,43,2016-12-22,Beyonce,Hold UP,R&B/Soul,Alternative R&B,https://www.youtube.com/watch?v=PeonBmeFR8o,Good,JEALOUS OR CRAZY?,SimCard,,,,,,,,
8,2016-12-23,R&B/Soul,How to be,44,2016-12-22,Christina Milian,Do It,Alternative R&B,,https://www.youtube.com/watch?v=85nS_eX53L8,Good,USED TO BE AFRAID,SimCard,,,,,,,,
8,2016-12-23,R&B/Soul,How to be,45,2016-12-22,Jennifer Lopez,Ain't Your Mama,Reggae Fusion,Latin Dance,https://www.youtube.com/watch?v=Pgmx7z49OEk,Good,GET YOUR ACT TOGETHER,SimCard,,,,,,,,
8,2016-12-23,R&B/Soul,How to be,46,2016-12-22,Keyshia Cole,Trust And Believe,R&B/Soul,Blues,https://www.youtube.com/watch?v=XTmo-36iwDk,Good,SHE'LL NEVER BE ME,SimCard,,,,,,,,
8,2016-12-23,R&B/Soul,How to be,47,2016-12-24,Various Artists,JUST STAND UP!,R&B/Soul,Classic Pop,https://www.youtube.com/watch?v=tfbxxd01mzk,Good,THINGS GET BETTER,SimCard,,,,,,,,
8,2016-12-23,R&B/Soul,How to be,48,2016-12-24,Ne - Yo,Miss Independent,R&B/Soul,Reggae Fusion,https://www.youtube.com/watch?v=k6M5C-oKw9k,Good,THAT'S WHY I LOVE HER,SimCard,,,,,,,,
9,2016-12-24,R&B/Soul,Ready to Go,49,2016-12-23,Omarion,I'm Up,Alternative R&B,,https://www.youtube.com/watch?v=kub8nNU5ZKA,Good,NICE LIFE,Warlock,,,,,,,,
9,2016-12-24,R&B/Soul,Ready to Go,50,2016-12-23,Mario,I need more,Alternative R&B,,https://www.youtube.com/watch?v=JwPKVr2hups,Good,I AN'T PLAYING AROUND,Warlock,,,,,,,,
9,2016-12-24,R&B/Soul,Ready to Go,51,2016-12-23,Color Me Badd,I Wanna Sex You Up,R&B/Soul,,https://www.youtube.com/watch?v=kO6BtpIzIiM,Good,I'LL MAKE YOU FEEL AT HOME,Warlock,,,,,,,,
9,2016-12-24,R&B/Soul,Ready to Go,52,2016-12-23,Christina Aguilera,Your Body,R&B/Soul,,https://www.youtube.com/watch?v=6cfCgLgiFDM,Good,ALL I WANNA DO TONIGHT,Warlock,,,,,,,,
9,2016-12-24,R&B/Soul,Ready to Go,53,2016-12-22,Salt-N-Peppa,Let's Talk About Sex,R&B/Soul,Classic/Regional,https://www.youtube.com/watch?v=ydrtF45-y-g,Good,LET'S TALK ABOUT YOU AND ME,Warlock,,,,,,,,
9,2016-12-24,R&B/Soul,Ready to Go,54,2016-12-22,Next,Too Close,R&B/Soul,,https://www.youtube.com/watch?v=kwEZRPkAAu8,Good,AKA: WHY YOU ALWAYS LYING,Warlock,,,,,,,,
